State,District,Pincode,0-5 Age,5-17 Age,18+ Age,Total Enrolments,Child %
Andhra Pradesh,Khammam,507164,20,1,0,21,100.0
Andhra Pradesh,Khammam,507165,34,7,0,41,100.0
Andhra Pradesh,Khammam,507166,7,5,0,12,100.0
Andhra Pradesh,Khammam,507167,22,11,0,33,100.0
Andhra Pradesh,Khammam,507168,19,4,0,23,100.0
Andhra Pradesh,Khammam,507169,11,6,0,17,100.0
Andhra Pradesh,Khammam,507170,19,0,0,19,100.0
Andhra Pradesh,Khammam,507182,32,14,0,46,100.0
Andhra Pradesh,Khammam,507183,14,5,0,19,100.0
Andhra Pradesh,Khammam,507201,23,7,0,30,100.0
Andhra Pradesh,Khammam,507202,11,0,0,11,100.0
Andhra Pradesh,Khammam,507203,14,5,0,19,100.0
Andhra Pradesh,Khammam,507204,9,2,0,11,100.0
Andhra Pradesh,Khammam,507208,23,5,0,28,100.0
Andhra Pradesh,Khammam,507209,26,7,0,33,100.0
Andhra Pradesh,Khammam,507210,19,5,0,24,100.0
Andhra Pradesh,Khammam,507211,19,5,0,24,100.0
Andhra Pradesh,Khammam,507301,2,0,0,2,100.0
Andhra Pradesh,Khammam,507302,42,7,0,49,100.0
Andhra Pradesh,Khammam,507303,30,10,0,40,100.0
Andhra Pradesh,Khammam,507304,6,1,0,7,100.0
Andhra Pradesh,Khammam,507305,6,3,0,9,100.0
Andhra Pradesh,Khammam,507306,6,3,0,9,100.0
Andhra Pradesh,Khammam,507316,8,5,0,13,100.0
Andhra Pradesh,Khammam,507318,12,1,0,13,100.0
Andhra Pradesh,Krishna,520001,207,22,0,229,100.0
Andhra Pradesh,Krishna,520002,38,2,0,40,100.0
Andhra Pradesh,Krishna,520003,106,13,0,119,100.0
Andhra Pradesh,Krishna,520004,72,3,0,75,100.0
Andhra Pradesh,Krishna,520007,171,14,2,187,98.93
Andhra Pradesh,Krishna,520008,46,2,0,48,100.0
Andhra Pradesh,Krishna,520010,115,12,0,127,100.0
Andhra Pradesh,Krishna,520011,42,6,0,48,100.0
Andhra Pradesh,Krishna,520012,190,9,0,199,100.0
Andhra Pradesh,Krishna,520013,121,9,0,130,100.0
Andhra Pradesh,Krishna,520015,196,10,0,206,100.0
Andhra Pradesh,Krishna,521001,300,41,4,345,98.84
Andhra Pradesh,Krishna,521002,71,9,1,81,98.77
Andhra Pradesh,Krishna,521003,2,0,0,2,100.0
Andhra Pradesh,Krishna,521101,56,13,1,70,98.57
Andhra Pradesh,Krishna,521102,31,0,0,31,100.0
Andhra Pradesh,Krishna,521104,24,0,0,24,100.0
Andhra Pradesh,Krishna,521105,73,5,0,78,100.0
Andhra Pradesh,Krishna,521106,23,0,1,24,95.83
Andhra Pradesh,Krishna,521107,13,0,0,13,100.0
Andhra Pradesh,Krishna,521108,69,8,0,77,100.0
Andhra Pradesh,Krishna,521109,22,1,0,23,100.0
Andhra Pradesh,Krishna,521110,34,0,2,36,94.44
Andhra Pradesh,Krishna,521111,42,3,0,45,100.0
Andhra Pradesh,Krishna,521120,90,14,1,105,99.05
Andhra Pradesh,Krishna,521121,60,2,0,62,100.0
Andhra Pradesh,Krishna,521125,31,3,0,34,100.0
Andhra Pradesh,Krishna,521126,40,4,0,44,100.0
Andhra Pradesh,Krishna,521130,16,2,0,18,100.0
Andhra Pradesh,Krishna,521131,37,1,1,39,97.44
Andhra Pradesh,Krishna,521132,27,4,0,31,100.0
Andhra Pradesh,Krishna,521133,17,3,0,20,100.0
Andhra Pradesh,Krishna,521135,11,2,0,13,100.0
Andhra Pradesh,Krishna,521136,20,0,0,20,100.0
Andhra Pradesh,Krishna,521137,73,8,4,85,95.29
Andhra Pradesh,Krishna,521138,19,0,0,19,100.0
Andhra Pradesh,Krishna,521139,34,3,1,38,97.37
Andhra Pradesh,Krishna,521148,5,0,0,5,100.0
Andhra Pradesh,Krishna,521149,14,1,0,15,100.0
Andhra Pradesh,Krishna,521150,18,1,0,19,100.0
Andhra Pradesh,Krishna,521151,86,11,1,98,98.98
Andhra Pradesh,Krishna,521153,5,0,0,5,100.0
Andhra Pradesh,Krishna,521156,25,0,0,25,100.0
Andhra Pradesh,Krishna,521157,51,5,0,56,100.0
Andhra Pradesh,Krishna,521158,11,0,0,11,100.0
Andhra Pradesh,Krishna,521162,28,2,1,31,96.77
Andhra Pradesh,Krishna,521163,19,1,0,20,100.0
Andhra Pradesh,Krishna,521164,26,2,0,28,100.0
Andhra Pradesh,Krishna,521165,70,8,1,79,98.73
Andhra Pradesh,Krishna,521170,14,2,0,16,100.0
Andhra Pradesh,Krishna,521175,111,12,0,123,100.0
Andhra Pradesh,Krishna,521178,60,4,0,64,100.0
Andhra Pradesh,Krishna,521180,86,7,0,93,100.0
Andhra Pradesh,Krishna,521181,48,5,0,53,100.0
Andhra Pradesh,Krishna,521182,49,0,0,49,100.0
Andhra Pradesh,Krishna,521183,38,3,0,41,100.0
Andhra Pradesh,Krishna,521185,193,13,0,206,100.0
Andhra Pradesh,Krishna,521190,66,6,0,72,100.0
Andhra Pradesh,Krishna,521201,167,12,0,179,100.0
Andhra Pradesh,Krishna,521207,50,4,0,54,100.0
Andhra Pradesh,Krishna,521211,76,4,0,80,100.0
Andhra Pradesh,Krishna,521212,59,3,0,62,100.0
Andhra Pradesh,Krishna,521213,68,3,0,71,100.0
Andhra Pradesh,Krishna,521214,55,6,0,61,100.0
Andhra Pradesh,Krishna,521215,82,17,0,99,100.0
Andhra Pradesh,Krishna,521225,45,6,0,51,100.0
Andhra Pradesh,Krishna,521227,110,14,0,124,100.0
Andhra Pradesh,Krishna,521228,81,10,0,91,100.0
Andhra Pradesh,Krishna,521229,66,10,0,76,100.0
Andhra Pradesh,Krishna,521230,127,6,1,134,99.25
Andhra Pradesh,Krishna,521235,96,12,0,108,100.0
Andhra Pradesh,Krishna,521241,27,2,0,29,100.0
Andhra Pradesh,Krishna,521245,17,0,0,17,100.0
Andhra Pradesh,Krishna,521246,19,0,0,19,100.0
Andhra Pradesh,Krishna,521247,18,3,0,21,100.0
Andhra Pradesh,Krishna,521250,35,2,0,37,100.0
Andhra Pradesh,Krishna,521256,15,1,0,16,100.0
Andhra Pradesh,Krishna,521260,28,1,0,29,100.0
Andhra Pradesh,Krishna,521261,8,0,0,8,100.0
Andhra Pradesh,Krishna,521263,16,1,0,17,100.0
Andhra Pradesh,Krishna,521286,37,3,0,40,100.0
Andhra Pradesh,Krishna,521301,164,13,2,179,98.88
Andhra Pradesh,Krishna,521311,10,3,0,13,100.0
Andhra Pradesh,Krishna,521312,20,1,0,21,100.0
Andhra Pradesh,Krishna,521321,31,3,0,34,100.0
Andhra Pradesh,Krishna,521322,12,2,1,15,93.33
Andhra Pradesh,Krishna,521323,11,0,0,11,100.0
Andhra Pradesh,Krishna,521324,111,12,0,123,100.0
Andhra Pradesh,Krishna,521325,71,5,0,76,100.0
Andhra Pradesh,Krishna,521326,24,0,0,24,100.0
Andhra Pradesh,Krishna,521327,21,1,0,22,100.0
Andhra Pradesh,Krishna,521328,53,4,3,60,95.0
Andhra Pradesh,Krishna,521329,46,4,0,50,100.0
Andhra Pradesh,Krishna,521330,15,0,1,16,93.75
Andhra Pradesh,Krishna,521331,24,1,0,25,100.0
Andhra Pradesh,Krishna,521332,21,3,0,24,100.0
Andhra Pradesh,Krishna,521333,75,7,0,82,100.0
Andhra Pradesh,Krishna,521340,52,1,0,53,100.0
Andhra Pradesh,Krishna,521343,47,3,0,50,100.0
Andhra Pradesh,Krishna,521344,60,1,0,61,100.0
Andhra Pradesh,Krishna,521345,42,7,0,49,100.0
Andhra Pradesh,Krishna,521356,23,2,0,25,100.0
Andhra Pradesh,Krishna,521366,94,9,0,103,100.0
Andhra Pradesh,Krishna,521369,42,0,5,47,89.36
Andhra Pradesh,Krishna,521390,8,0,0,8,100.0
Andhra Pradesh,Krishna,521401,35,7,0,42,100.0
Andhra Pradesh,Krishna,521402,35,4,0,39,100.0
Andhra Pradesh,Krishna,521403,65,5,0,70,100.0
Andhra Pradesh,Krishna,521456,64,10,0,74,100.0
Andhra Pradesh,Krishna,521457,19,1,0,20,100.0
Andhra Pradesh,Krishna,534281,4,0,0,4,100.0
Andhra Pradesh,Kurnool,518001,376,39,6,421,98.57
Andhra Pradesh,Kurnool,518002,323,38,2,363,99.45
Andhra Pradesh,Kurnool,518003,322,40,0,362,100.0
Andhra Pradesh,Kurnool,518004,175,13,0,188,100.0
Andhra Pradesh,Kurnool,518005,10,2,0,12,100.0
Andhra Pradesh,Kurnool,518006,51,2,0,53,100.0
Andhra Pradesh,Kurnool,518007,13,8,0,21,100.0
Andhra Pradesh,Kurnool,518010,104,4,0,108,100.0
Andhra Pradesh,Kurnool,518101,17,1,0,18,100.0
Andhra Pradesh,Kurnool,518102,27,4,0,31,100.0
Andhra Pradesh,Kurnool,518112,89,3,0,92,100.0
Andhra Pradesh,Kurnool,518122,78,3,0,81,100.0
Andhra Pradesh,Kurnool,518123,77,3,0,80,100.0
Andhra Pradesh,Kurnool,518124,133,5,0,138,100.0
Andhra Pradesh,Kurnool,518134,104,4,0,108,100.0
Andhra Pradesh,Kurnool,518135,42,1,0,43,100.0
Andhra Pradesh,Kurnool,518145,7,1,0,8,100.0
Andhra Pradesh,Kurnool,518155,25,3,0,28,100.0
Andhra Pradesh,Kurnool,518165,29,1,0,30,100.0
Andhra Pradesh,Kurnool,518166,29,2,0,31,100.0
Andhra Pradesh,Kurnool,518176,47,4,0,51,100.0
Andhra Pradesh,Kurnool,518186,8,0,0,8,100.0
Andhra Pradesh,Kurnool,518196,35,2,0,37,100.0
Andhra Pradesh,Kurnool,518206,21,0,0,21,100.0
Andhra Pradesh,Kurnool,518216,150,13,0,163,100.0
Andhra Pradesh,Kurnool,518217,78,3,0,81,100.0
Andhra Pradesh,Kurnool,518218,113,3,0,116,100.0
Andhra Pradesh,Kurnool,518220,99,1,0,100,100.0
Andhra Pradesh,Kurnool,518221,155,11,0,166,100.0
Andhra Pradesh,Kurnool,518222,298,14,0,312,100.0
Andhra Pradesh,Kurnool,518225,149,8,0,157,100.0
Andhra Pradesh,Kurnool,518301,465,46,3,514,99.42
Andhra Pradesh,Kurnool,518302,220,15,1,236,99.58
Andhra Pradesh,Kurnool,518308,112,18,0,130,100.0
Andhra Pradesh,Kurnool,518313,299,31,0,330,100.0
Andhra Pradesh,Kurnool,518319,111,8,0,119,100.0
Andhra Pradesh,Kurnool,518323,244,21,1,266,99.62
Andhra Pradesh,Kurnool,518333,104,8,0,112,100.0
Andhra Pradesh,Kurnool,518343,87,6,0,93,100.0
Andhra Pradesh,Kurnool,518344,240,23,0,263,100.0
Andhra Pradesh,Kurnool,518345,70,9,0,79,100.0
Andhra Pradesh,Kurnool,518346,111,12,1,124,99.19
Andhra Pradesh,Kurnool,518347,175,9,1,185,99.46
Andhra Pradesh,Kurnool,518348,109,11,1,121,99.17
Andhra Pradesh,Kurnool,518349,8,0,0,8,100.0
Andhra Pradesh,Kurnool,518350,140,6,0,146,100.0
Andhra Pradesh,Kurnool,518360,557,46,1,604,99.83
Andhra Pradesh,Kurnool,518380,207,14,1,222,99.55
Andhra Pradesh,Kurnool,518385,79,3,0,82,100.0
Andhra Pradesh,Kurnool,518390,113,8,0,121,100.0
Andhra Pradesh,Kurnool,518395,190,15,1,206,99.51
Andhra Pradesh,Kurnool,518396,71,5,0,76,100.0
Andhra Pradesh,Kurnool,518401,223,24,0,247,100.0
Andhra Pradesh,Kurnool,518405,62,7,0,69,100.0
Andhra Pradesh,Kurnool,518411,60,6,0,66,100.0
Andhra Pradesh,Kurnool,518412,39,5,0,44,100.0
Andhra Pradesh,Kurnool,518422,360,18,0,378,100.0
Andhra Pradesh,Kurnool,518432,87,5,0,92,100.0
Andhra Pradesh,Kurnool,518442,47,1,0,48,100.0
Andhra Pradesh,Kurnool,518452,71,6,0,77,100.0
Andhra Pradesh,Kurnool,518462,274,13,0,287,100.0
Andhra Pradesh,Kurnool,518463,230,13,1,244,99.59
Andhra Pradesh,Kurnool,518464,194,17,1,212,99.53
Andhra Pradesh,Kurnool,518465,172,18,0,190,100.0
Andhra Pradesh,Kurnool,518466,130,3,0,133,100.0
Andhra Pradesh,Kurnool,518467,125,6,1,132,99.24
Andhra Pradesh,Kurnool,518468,122,5,1,128,99.22
Andhra Pradesh,Kurnool,518501,402,30,1,433,99.77
Andhra Pradesh,Kurnool,518502,140,7,0,147,100.0
Andhra Pradesh,Kurnool,518508,67,3,0,70,100.0
Andhra Pradesh,Kurnool,518510,26,1,0,27,100.0
Andhra Pradesh,Kurnool,518511,74,3,0,77,100.0
Andhra Pradesh,Kurnool,518512,51,5,0,56,100.0
Andhra Pradesh,Kurnool,518513,35,3,0,38,100.0
Andhra Pradesh,Kurnool,518523,55,5,0,60,100.0
Andhra Pradesh,Kurnool,518533,167,8,0,175,100.0
Andhra Pradesh,Kurnool,518543,204,18,0,222,100.0
Andhra Pradesh,Kurnool,518553,112,8,0,120,100.0
Andhra Pradesh,Kurnool,518563,58,7,0,65,100.0
Andhra Pradesh,Kurnool,518573,41,2,0,43,100.0
Andhra Pradesh,Kurnool,518583,91,4,0,95,100.0
Andhra Pradesh,Kurnool,518593,36,0,0,36,100.0
Andhra Pradesh,Kurnool,518594,62,9,0,71,100.0
Andhra Pradesh,Kurnool,518598,58,3,0,61,100.0
Andhra Pradesh,Kurnool,518599,130,8,0,138,100.0
Andhra Pradesh,Kurnool,518674,22,2,0,24,100.0
Andhra Pradesh,Mahabub Nagar,509001,8,1,0,9,100.0
Andhra Pradesh,Mahabub Nagar,509104,3,2,0,5,100.0
Andhra Pradesh,Mahabub Nagar,509105,3,1,0,4,100.0
Andhra Pradesh,Mahabub Nagar,509110,2,1,0,3,100.0
Andhra Pradesh,Mahabub Nagar,509120,1,0,0,1,100.0
Andhra Pradesh,Mahabub Nagar,509125,35,10,0,45,100.0
Andhra Pradesh,Mahabub Nagar,509126,6,3,0,9,100.0
Andhra Pradesh,Mahabub Nagar,509127,44,12,0,56,100.0
Andhra Pradesh,Mahabub Nagar,509128,7,6,0,13,100.0
Andhra Pradesh,Mahabub Nagar,509129,50,28,0,78,100.0
Andhra Pradesh,Mahabub Nagar,509130,15,4,0,19,100.0
Andhra Pradesh,Mahabub Nagar,509131,14,4,0,18,100.0
Andhra Pradesh,Mahabub Nagar,509132,31,20,0,51,100.0
Andhra Pradesh,Mahabub Nagar,509135,15,5,0,20,100.0
Andhra Pradesh,Mahabub Nagar,509152,2,0,0,2,100.0
Andhra Pradesh,Mahabub Nagar,509153,7,0,0,7,100.0
Andhra Pradesh,Mahabub Nagar,509201,0,1,0,1,100.0
Andhra Pradesh,Mahabub Nagar,509202,41,20,0,61,100.0
Andhra Pradesh,Mahabub Nagar,509203,2,0,0,2,100.0
Andhra Pradesh,Mahabub Nagar,509204,30,17,0,47,100.0
Andhra Pradesh,Mahabub Nagar,509205,39,10,0,49,100.0
Andhra Pradesh,Mahabub Nagar,509207,49,20,0,69,100.0
Andhra Pradesh,Mahabub Nagar,509208,32,6,0,38,100.0
Andhra Pradesh,Mahabub Nagar,509209,1,0,0,1,100.0
Andhra Pradesh,Mahabub Nagar,509210,40,10,0,50,100.0
Andhra Pradesh,Mahabub Nagar,509215,7,4,0,11,100.0
Andhra Pradesh,Mahabub Nagar,509216,7,10,0,17,100.0
Andhra Pradesh,Mahabub Nagar,509219,5,3,0,8,100.0
Andhra Pradesh,Mahabub Nagar,509228,7,1,0,8,100.0
Andhra Pradesh,Mahabub Nagar,509301,52,21,0,73,100.0
Andhra Pradesh,Mahabub Nagar,509311,5,2,0,7,100.0
Andhra Pradesh,Mahabub Nagar,509320,0,2,0,2,100.0
Andhra Pradesh,Mahabub Nagar,509321,11,12,0,23,100.0
Andhra Pradesh,Mahabub Nagar,509324,3,1,0,4,100.0
Andhra Pradesh,Mahabub Nagar,509325,3,0,0,3,100.0
Andhra Pradesh,Mahabub Nagar,509334,26,4,0,30,100.0
Andhra Pradesh,Mahabub Nagar,509336,42,10,0,52,100.0
Andhra Pradesh,Mahabub Nagar,509338,11,10,0,21,100.0
Andhra Pradesh,Mahabub Nagar,509339,59,12,0,71,100.0
Andhra Pradesh,Mahabub Nagar,509340,22,17,0,39,100.0
Andhra Pradesh,Mahabub Nagar,509350,16,3,0,19,100.0
Andhra Pradesh,Mahabub Nagar,509351,5,0,0,5,100.0
Andhra Pradesh,Mahabub Nagar,509352,4,2,0,6,100.0
Andhra Pradesh,Mahabub Nagar,509353,12,4,0,16,100.0
Andhra Pradesh,Mahabub Nagar,509357,2,2,0,4,100.0
Andhra Pradesh,Mahabub Nagar,509358,7,4,0,11,100.0
Andhra Pradesh,Mahabub Nagar,509360,14,4,0,18,100.0
Andhra Pradesh,Mahabub Nagar,509371,69,46,0,115,100.0
Andhra Pradesh,Mahabub Nagar,509375,4,2,0,6,100.0
Andhra Pradesh,Mahabub Nagar,509380,3,0,0,3,100.0
Andhra Pradesh,Mahabub Nagar,509382,1,0,0,1,100.0
Andhra Pradesh,Mahabub Nagar,509385,2,0,0,2,100.0
Andhra Pradesh,Mahabub Nagar,509406,19,6,0,25,100.0
Andhra Pradesh,Mahabub Nagar,509407,54,15,0,69,100.0
Andhra Pradesh,Mahabub Nagar,509408,28,12,0,40,100.0
Andhra Pradesh,Mahabub Nagar,509409,4,2,0,6,100.0
Andhra Pradesh,Mahabub Nagar,509410,18,9,0,27,100.0
Andhra Pradesh,Mahabub Nagar,509411,80,31,0,111,100.0
Andhra Pradesh,Mahabubnagar,509104,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509120,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509128,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509210,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509321,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509324,1,0,0,1,100.0
Andhra Pradesh,Mahabubnagar,509371,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509001,14,4,0,18,100.0
Andhra Pradesh,Mahbubnagar,509102,26,4,0,30,100.0
Andhra Pradesh,Mahbubnagar,509103,16,9,0,25,100.0
Andhra Pradesh,Mahbubnagar,509104,54,25,0,79,100.0
Andhra Pradesh,Mahbubnagar,509105,5,3,0,8,100.0
Andhra Pradesh,Mahbubnagar,509110,2,1,0,3,100.0
Andhra Pradesh,Mahbubnagar,509120,26,10,0,36,100.0
Andhra Pradesh,Mahbubnagar,509125,10,5,0,15,100.0
Andhra Pradesh,Mahbubnagar,509126,0,3,0,3,100.0
Andhra Pradesh,Mahbubnagar,509127,14,2,0,16,100.0
Andhra Pradesh,Mahbubnagar,509128,2,1,0,3,100.0
Andhra Pradesh,Mahbubnagar,509129,25,16,0,41,100.0
Andhra Pradesh,Mahbubnagar,509130,7,0,0,7,100.0
Andhra Pradesh,Mahbubnagar,509131,3,11,0,14,100.0
Andhra Pradesh,Mahbubnagar,509132,20,6,0,26,100.0
Andhra Pradesh,Mahbubnagar,509135,4,1,0,5,100.0
Andhra Pradesh,Mahbubnagar,509153,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509202,5,2,0,7,100.0
Andhra Pradesh,Mahbubnagar,509203,35,11,0,46,100.0
Andhra Pradesh,Mahbubnagar,509204,15,2,0,17,100.0
Andhra Pradesh,Mahbubnagar,509205,14,3,0,17,100.0
Andhra Pradesh,Mahbubnagar,509206,24,9,0,33,100.0
Andhra Pradesh,Mahbubnagar,509207,15,5,0,20,100.0
Andhra Pradesh,Mahbubnagar,509208,8,4,0,12,100.0
Andhra Pradesh,Mahbubnagar,509209,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509210,19,5,0,24,100.0
Andhra Pradesh,Mahbubnagar,509216,19,12,0,31,100.0
Andhra Pradesh,Mahbubnagar,509217,3,1,0,4,100.0
Andhra Pradesh,Mahbubnagar,509219,4,0,0,4,100.0
Andhra Pradesh,Mahbubnagar,509228,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509301,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509311,10,2,0,12,100.0
Andhra Pradesh,Mahbubnagar,509321,2,0,0,2,100.0
Andhra Pradesh,Mahbubnagar,509324,3,0,0,3,100.0
Andhra Pradesh,Mahbubnagar,509325,4,3,0,7,100.0
Andhra Pradesh,Mahbubnagar,509334,10,1,0,11,100.0
Andhra Pradesh,Mahbubnagar,509336,6,1,0,7,100.0
Andhra Pradesh,Mahbubnagar,509338,6,4,0,10,100.0
Andhra Pradesh,Mahbubnagar,509339,2,0,0,2,100.0
Andhra Pradesh,Mahbubnagar,509340,5,0,0,5,100.0
Andhra Pradesh,Mahbubnagar,509350,3,1,0,4,100.0
Andhra Pradesh,Mahbubnagar,509351,3,2,0,5,100.0
Andhra Pradesh,Mahbubnagar,509352,0,1,0,1,100.0
Andhra Pradesh,Mahbubnagar,509353,7,4,0,11,100.0
Andhra Pradesh,Mahbubnagar,509360,3,1,0,4,100.0
Andhra Pradesh,Mahbubnagar,509371,6,4,0,10,100.0
Andhra Pradesh,Mahbubnagar,509380,3,4,0,7,100.0
Andhra Pradesh,Mahbubnagar,509381,9,3,0,12,100.0
Andhra Pradesh,Mahbubnagar,509382,4,4,0,8,100.0
Andhra Pradesh,Mahbubnagar,509385,1,0,0,1,100.0
Andhra Pradesh,Mahbubnagar,509401,1,1,0,2,100.0
Andhra Pradesh,Mahbubnagar,509407,8,6,0,14,100.0
Andhra Pradesh,Mahbubnagar,509408,2,1,0,3,100.0
Andhra Pradesh,Mahbubnagar,509409,4,5,0,9,100.0
Andhra Pradesh,Mahbubnagar,509410,3,8,0,11,100.0
Andhra Pradesh,Mahbubnagar,509411,12,0,0,12,100.0
Andhra Pradesh,Mahbubnagar,509412,1,0,0,1,100.0
Andhra Pradesh,Medak,502001,51,12,0,63,100.0
Andhra Pradesh,Medak,502032,75,12,0,87,100.0
Andhra Pradesh,Medak,502101,18,1,0,19,100.0
Andhra Pradesh,Medak,502102,25,2,0,27,100.0
Andhra Pradesh,Medak,502103,37,6,0,43,100.0
Andhra Pradesh,Medak,502107,10,2,0,12,100.0
Andhra Pradesh,Medak,502108,10,1,0,11,100.0
Andhra Pradesh,Medak,502109,19,9,0,28,100.0
Andhra Pradesh,Medak,502110,22,2,0,24,100.0
Andhra Pradesh,Medak,502113,2,0,0,2,100.0
Andhra Pradesh,Medak,502114,7,0,0,7,100.0
Andhra Pradesh,Medak,502115,10,0,0,10,100.0
Andhra Pradesh,Medak,502117,9,2,0,11,100.0
Andhra Pradesh,Medak,502130,3,0,0,3,100.0
Andhra Pradesh,Medak,502205,0,2,0,2,100.0
Andhra Pradesh,Medak,502210,2,2,0,4,100.0
Andhra Pradesh,Medak,502220,36,6,1,43,97.67
Andhra Pradesh,Medak,502221,2,2,0,4,100.0
Andhra Pradesh,Medak,502246,13,4,0,17,100.0
Andhra Pradesh,Medak,502247,41,5,0,46,100.0
Andhra Pradesh,Medak,502248,48,8,0,56,100.0
Andhra Pradesh,Medak,502249,2,1,0,3,100.0
Andhra Pradesh,Medak,502251,7,2,0,9,100.0
Andhra Pradesh,Medak,502255,55,12,0,67,100.0
Andhra Pradesh,Medak,502256,5,4,0,9,100.0
Andhra Pradesh,Medak,502257,0,1,0,1,100.0
Andhra Pradesh,Medak,502269,4,3,0,7,100.0
Andhra Pradesh,Medak,502270,9,1,0,10,100.0
Andhra Pradesh,Medak,502273,3,0,0,3,100.0
Andhra Pradesh,Medak,502276,10,1,0,11,100.0
Andhra Pradesh,Medak,502277,4,0,0,4,100.0
Andhra Pradesh,Medak,502278,72,14,0,86,100.0
Andhra Pradesh,Medak,502279,19,10,0,29,100.0
Andhra Pradesh,Medak,502280,3,0,0,3,100.0
Andhra Pradesh,Medak,502281,27,5,0,32,100.0
Andhra Pradesh,Medak,502285,3,0,0,3,100.0
Andhra Pradesh,Medak,502286,52,9,0,61,100.0
Andhra Pradesh,Medak,502287,1,1,0,2,100.0
Andhra Pradesh,Medak,502290,1,0,0,1,100.0
Andhra Pradesh,Medak,502291,73,11,0,84,100.0
Andhra Pradesh,Medak,502294,1,0,0,1,100.0
Andhra Pradesh,Medak,502295,3,1,0,4,100.0
Andhra Pradesh,Medak,502296,1,2,0,3,100.0
Andhra Pradesh,Medak,502300,21,1,0,22,100.0
Andhra Pradesh,Medak,502301,37,3,0,40,100.0
Andhra Pradesh,Medak,502302,1,0,0,1,100.0
Andhra Pradesh,Medak,502303,1,1,0,2,100.0
Andhra Pradesh,Medak,502306,15,3,0,18,100.0
Andhra Pradesh,Medak,502307,13,6,0,19,100.0
Andhra Pradesh,Medak,502311,14,5,0,19,100.0
Andhra Pradesh,Medak,502312,13,5,0,18,100.0
Andhra Pradesh,Medak,502313,57,9,0,66,100.0
Andhra Pradesh,Medak,502314,10,2,0,12,100.0
Andhra Pradesh,Medak,502316,18,0,0,18,100.0
Andhra Pradesh,Medak,502318,11,2,0,13,100.0
Andhra Pradesh,Medak,502319,19,5,0,24,100.0
Andhra Pradesh,Medak,502321,1,0,0,1,100.0
Andhra Pradesh,Medak,502324,2,1,0,3,100.0
Andhra Pradesh,Medak,502325,12,8,0,20,100.0
Andhra Pradesh,Medak,502329,5,0,0,5,100.0
Andhra Pradesh,Medak,502334,64,11,0,75,100.0
Andhra Pradesh,Medak,502335,35,3,0,38,100.0
Andhra Pradesh,Medak,502336,20,6,0,26,100.0
Andhra Pradesh,Medak,502345,1,0,0,1,100.0
Andhra Pradesh,Medak,502372,4,0,0,4,100.0
Andhra Pradesh,Medak,502375,4,2,0,6,100.0
Andhra Pradesh,Medak,502381,3,0,0,3,100.0
Andhra Pradesh,N. T. R,520001,43,5,4,52,92.31
Andhra Pradesh,N. T. R,520002,4,1,0,5,100.0
Andhra Pradesh,N. T. R,520003,20,6,3,29,89.66
Andhra Pradesh,N. T. R,520004,20,0,2,22,90.91
Andhra Pradesh,N. T. R,520007,42,6,2,50,96.0
Andhra Pradesh,N. T. R,520008,18,4,3,25,88.0
Andhra Pradesh,N. T. R,520010,33,9,8,50,84.0
Andhra Pradesh,N. T. R,520011,17,1,0,18,100.0
Andhra Pradesh,N. T. R,520012,44,5,3,52,94.23
Andhra Pradesh,N. T. R,520013,28,7,1,36,97.22
Andhra Pradesh,N. T. R,520015,79,10,0,89,100.0
Andhra Pradesh,N. T. R,521104,9,0,0,9,100.0
Andhra Pradesh,N. T. R,521108,20,6,1,27,96.3
Andhra Pradesh,N. T. R,521170,7,0,0,7,100.0
Andhra Pradesh,N. T. R,521175,35,3,0,38,100.0
Andhra Pradesh,N. T. R,521178,14,2,1,17,94.12
Andhra Pradesh,N. T. R,521180,20,2,3,25,88.0
Andhra Pradesh,N. T. R,521181,9,2,2,13,84.62
Andhra Pradesh,N. T. R,521182,7,0,0,7,100.0
Andhra Pradesh,N. T. R,521183,13,0,0,13,100.0
Andhra Pradesh,N. T. R,521185,40,6,4,50,92.0
Andhra Pradesh,N. T. R,521190,12,1,0,13,100.0
Andhra Pradesh,N. T. R,521212,11,0,0,11,100.0
Andhra Pradesh,N. T. R,521213,1,2,0,3,100.0
Andhra Pradesh,N. T. R,521214,1,0,0,1,100.0
Andhra Pradesh,N. T. R,521215,24,4,2,30,93.33
Andhra Pradesh,N. T. R,521225,31,4,0,35,100.0
Andhra Pradesh,N. T. R,521226,0,1,0,1,100.0
Andhra Pradesh,N. T. R,521227,21,2,0,23,100.0
Andhra Pradesh,N. T. R,521228,17,0,0,17,100.0
Andhra Pradesh,N. T. R,521229,28,1,0,29,100.0
Andhra Pradesh,N. T. R,521230,42,1,1,44,97.73
Andhra Pradesh,N. T. R,521235,22,2,0,24,100.0
Andhra Pradesh,N. T. R,521241,6,0,3,9,66.67
